GCoM_ID,signatory name,country code,Covenant Region,Year of adhesion,population adhesion year, signatory adhesion type , latitude , longitude ,area, NUTS3 , LAU1 , LAU2 , FUA_ID , CITY_ID/GREATER_CITY_ID , CITY or Greater City ,population in 2018, degree of urbanisation ,Heating Degree-Days (HDD),reference year HDD,"GDP per capita at NUTS3 [Euro per inhabitant]"," GHG emissions per capita in GCoM sectors_EDGAR [tCO2-eq/year] ",reference years in EDGAR,  Mitigation reduction target 2020 [%] ,  Mitigation reduction target 2030 [%] , reduction_type_id 
SI0018,Moravske Toplice ,si,Europe EU27,2013,6000.00, As an individual signatory , 46.42 , 16.13 ,145.00, SI031 ,, SI78 ,, NaN , Other ,5826.00, 2.00 ,2342.08,2014,11136.84, 5.28 ,2014, 21.00 , -   , absolute 
SI0030,Razkrižje ,si,Europe EU27,2013,1350.00, As an individual signatory , 46.31 , 16.16 ,10.00, SI031 ,, SI176 ,, NaN , Other ,1268.00, 3.00 ,2682.22,2007,11136.84, 6.77 ,2007, 21.00 , -   , absolute 
SI0024,Rogašovci ,si,Europe EU27,2013,3200.00, As an individual signatory , 46.48 , 16.21 ,40.00, SI031 ,, SI105 ,, NaN , Other ,3084.00, 3.00 ,3197.96,2005,11136.84, 6.62 ,2005, 21.00 , -   , absolute 
BE0187,Vosselaar,be,Europe EU27,2014,10700.00, As an individual signatory , 51.31 , 4.89 ,12.00, BE213 ,, BE13046 ,, NaN , Other ,11160.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
IT2521,Itala,it,Europe EU27,2014,1647.00, As an individual signatory , 38.05 , 15.44 ,10.00, ITG13 ,, IT083036 ,, NaN , Other ,1615.00, 3.00 ,1054.18,2011,17038.89, 4.66 ,2011, 23.00 , -   , absolute 
BG0026,Krushari,bg,Europe EU27,2014,4510.00, As an individual signatory , 43.82 , 27.76 ,417.00, BG332 ,, BGDOB20 ,, NaN , Other ,4042.00, 3.00 ,2397.36,2009,3005.56, 5.07 ,2009, 25.00 , -   , absolute 
IT3228,LOCULI,it,Europe EU27,2014,529.00, As an individual signatory , 40.41 , 9.61 ,38.15, ITG26 ,, IT091040 ,, NaN , Other ,517.00, 3.00 ,1232.67,2007,17888.89, 5.31 ,2007, 25.00 , -   , absolute 
IT1569,PARATICO,it,Europe EU27,2014,4511.00, As an individual signatory , 45.39 , 9.57 ,6.00, ITC47 ,, IT017134 ,, NaN , Other ,4780.00, 3.00 ,3024.77,2010,30794.44, 4.86 ,2010, 21.00 , -   , absolute 
IT4016,Sant'Agata Li Battiati,it,Europe EU27,2014,9000.00, As an individual signatory , 37.00 , 15.00 ,3.00, ITG17 ,, IT087045 ,, NaN , Other ,9518.00, 2.00 ,1018.37,2014,17444.44, 4.04 ,2014, 20.00 , -   , absolute 
IT0329,MEDA,it,Europe EU27,2013,23532.00, As an individual signatory , 45.39 , 9.92 ,8.00, ITC4D ,, IT108030 ,, NaN , Other ,23463.00, 2.00 ,2224.45,2005,27300.00, 5.48 ,2005, 21.00 , -   , absolute 
EE0004,Jõgeva,ee,Europe EU27,2014,5557.00, As an individual signatory , 58.75 , 26.40 ,3.00, EE008 ,#N/A, EE247 ,, NaN , Other ,13679.00, 2.00 ,4880.30,2010,8010.53, 13.06 ,2010, 20.00 , -   , absolute 
BE0277,Donceel,be,Europe EU27,2013,2998.00, As an individual signatory , 50.38 , 5.19 ,23.31, BE334 ,, BE64023 ,, NaN , Other ,3051.00, 3.00 ,2549.22,1990,15310.53, 6.87 ,1990, 20.00 , -   , absolute 
IT0196,Chieri,it,Europe EU27,2015,36188.00,As a group of signatories committing individually (joint SEAP - option 1), 45.01 , 7.82 ,54.00, ITC11 ,, IT001078 ,, NaN , Other ,36858.00, 2.00 ,2844.81,2000,29411.11, 5.29 ,2000, 35.00 , -   , absolute 
IT3373,Bognanco,it,Europe EU27,2013,245.00, As an individual signatory , 46.12 , 8.20 ,58.00, ITC14 ,, IT103012 ,, NaN , Other ,200.00, 3.00 ,3279.77,2009,22522.22, 4.85 ,2009, 20.00 , -   , absolute 
BE0017,Aalst,be,Europe EU27,2014,83267.00, As an individual signatory , 50.94 , 4.04 ,78.00, BE231 ,, BE41002 ,, NaN , Other ,85798.00, 2.00 ,2102.72,2014,21115.79, 5.34 ,2014, NaN , NaN , NaN 
IT0816,Villafranca Padovana,it,Europe EU27,2011,10039.00, As an individual signatory , 45.49 , 11.80 ,24.00, ITH36 ,, IT028103 ,, NaN , Other ,10458.00, 2.00 ,2065.70,2010,30377.78, 4.86 ,2010, 20.00 , -   , absolute 
IT2539,Candia Lomellina,it,Europe EU27,2013,1616.00, As an individual signatory , 45.10 , 8.35 ,27.00, ITC48 ,, IT018027 ,, NaN , Other ,1572.00, 3.00 ,2247.57,2005,24344.44, 5.48 ,2005, 21.00 , -   , absolute 
IT1654,Rolo,it,Europe EU27,2013,4062.00, As an individual signatory , 44.89 , 10.86 ,14.00, ITH53 ,, IT035035 ,, NaN , Other ,4062.00, 3.00 ,2386.36,2010,32738.89, 4.86 ,2010, 21.00 , -   , absolute 
IT1789,Piadena ,it,Europe EU27,2014,3635.00, As an individual signatory , 45.13 , 10.38 ,19.00, ITC4A ,, IT019071 ,, NaN , Other ,3438.00, 3.00 ,2247.62,2010,28422.22, 4.86 ,2010, 20.00 , -   , absolute 
IT3244,Tornata,it,Europe EU27,2014,503.00, As an individual signatory , 45.10 , 10.43 ,10.00, ITC4A ,, IT019106 ,, NaN , Other ,478.00, 3.00 ,2247.62,2010,28422.22, 4.86 ,2010, 20.00 , -   , absolute 
IT1501,BINAGO,it,Europe EU27,2013,4842.00, As an individual signatory , 45.78 , 8.92 ,6.00, ITC42 ,, IT013023 ,, NaN , Other ,4799.00, 3.00 ,2666.05,2005,27261.11, 5.48 ,2005, 27.00 , -   , absolute 
IT2722,Calvatone ,it,Europe EU27,2014,1272.00, As an individual signatory , 45.13 , 10.44 ,14.00, ITC4A ,, IT019009 ,, NaN , Other ,1200.00, 3.00 ,2247.62,2010,28422.22, 4.86 ,2010, 20.00 , -   , absolute 
IT3261,Ca' d'Andrea,it,Europe EU27,2014,467.00, As an individual signatory , 45.12 , 10.28 ,17.00, ITC4A ,, IT019008 ,, NaN , Other ,424.00, 3.00 ,2212.64,2005,28422.22, 5.48 ,2005, 20.00 , -   , absolute 
IT3222,Drizzona,it,Europe EU27,2014,542.00, As an individual signatory , 45.14 , 10.35 ,11.00, ITC4A ,, IT019042 ,, NaN , Other ,579.00, 3.00 ,2247.62,2010,28422.22, 4.86 ,2010, 20.00 , -   , absolute 
IT3127,Pessina Cremonese ,it,Europe EU27,2014,660.00, As an individual signatory , 45.19 , 10.25 ,22.00, ITC4A ,, IT019070 ,, NaN , Other ,627.00, 3.00 ,2212.64,2005,28422.22, 5.48 ,2005, 20.00 , -   , absolute 
GR0017,GLYFADA,el,Europe EU27,2014,86000.00, As an individual signatory , 37.87 , 23.76 ,25.00, EL304 , EL4804 ,,, NaN , Other ,87305.00, 1.00 ,922.30,2014,19827.78, 5.29 ,2014, 20.00 , -   , absolute 
IT2471,Torre de' Picenardi,it,Europe EU27,2014,1767.00, As an individual signatory , 45.14 , 10.29 ,17.00, ITC4A ,, IT019107 ,, NaN , Other ,1680.00, 3.00 ,2212.64,2005,28422.22, 5.48 ,2005, 20.00 , -   , absolute 
IT2441,San Martino dall'Argine,it,Europe EU27,2014,1806.00, As an individual signatory , 45.10 , 10.52 ,16.00, ITC4B ,, IT020059 ,, NaN , Other ,1742.00, 3.00 ,2234.18,2005,28111.11, 5.48 ,2005, 20.00 , -   , absolute 
IT1974,Acquanegra sul Chiese,it,Europe EU27,2014,3016.00, As an individual signatory , 45.16 , 10.43 ,28.00, ITC4B ,, IT020001 ,, NaN , Other ,2895.00, 3.00 ,2234.18,2005,28111.11, 5.48 ,2005, 20.00 , -   , absolute 
IT2469,RONAGO,it,Europe EU27,2014,1769.00, As an individual signatory , 45.83 , 8.98 ,2.00, ITC42 ,, IT013199 ,, NaN , Other ,1716.00, 3.00 ,2165.51,2007,27261.11, 5.31 ,2007, 24.00 , -   , absolute 
IT2582,BIZZARONE,it,Europe EU27,2014,1541.00, As an individual signatory , 45.84 , 8.94 ,2.00, ITC42 ,, IT013024 ,, NaN , Other ,1600.00, 3.00 ,2165.51,2007,27261.11, 5.31 ,2007, 31.00 , -   , absolute 
IT1638,FALOPPIO,it,Europe EU27,2013,4192.00, As an individual signatory , 45.82 , 8.97 ,4.00, ITC42 ,, IT013099 ,, NaN , Other ,4744.00, 3.00 ,2165.51,2007,27261.11, 5.31 ,2007, 30.00 , -   , absolute 
IT1589,UGGIATE-TREVANO,it,Europe EU27,2013,4431.00, As an individual signatory , 45.82 , 8.96 ,5.00, ITC42 ,, IT013228 ,, NaN , Other ,4946.00, 3.00 ,2165.51,2007,27261.11, 5.31 ,2007, 22.00 , -   , absolute 
ES0299,Carlet,es,Europe EU27,2014,15335.00, As an individual signatory , 39.23 ,-0.52 ,45.00, ES523 ,, ES46085 ,, NaN , Other ,15514.00, 2.00 ,1393.00,2012,20372.22, 3.92 ,2012, 20.00 , -   , absolute 
ES0330,Alginet,es,Europe EU27,2014,13068.00, As an individual signatory , 39.26 ,-0.47 ,24.00, ES523 ,, ES46031 ,, NaN , Other ,13100.00, 2.00 ,1116.70,2014,20372.22, 3.55 ,2014, NaN , NaN , NaN 
PT0058,Póvoa de Lanhoso,pt,Europe EU27,2014,21886.00, As an individual signatory , 41.34 ,-8.16 ,132.00, PT119 , PT0309 ,,, NaN , Other ,21886.00, 2.00 ,1804.97,2008,12200.00, 3.73 ,2008, 20.00 , -   , absolute 
BE0121,Beerse,be,Europe EU27,2014,17167.00, As an individual signatory , 51.31 , 4.85 ,37.00, BE213 ,, BE13004 ,, NaN , Other ,17933.00, 2.00 ,2140.18,2014,35352.63, 5.34 ,2014, NaN , NaN , NaN 
BE0179,Rijkevorsel,be,Europe EU27,2014,11434.00, As an individual signatory , 51.35 , 4.76 ,47.00, BE213 ,, BE13037 ,, NaN , Other ,11946.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
BE0063,Herentals,be,Europe EU27,2014,27368.00, As an individual signatory , 51.18 , 4.84 ,49.00, BE213 ,, BE13011 ,, NaN , Other ,28158.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
BE0294,Lille,be,Europe EU27,2014,16350.00, As an individual signatory , 51.24 , 4.82 ,59.00, BE213 ,, BE13019 ,, NaN , Other ,16514.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
IT0130,Chioggia,it,Europe EU27,2012,50674.00, As an individual signatory , 45.22 , 12.28 ,187.91, ITH35 ,, IT027008 ,, NaN , Other ,49430.00, 2.00 ,2180.93,2005,28744.44, 5.48 ,2005, 31.00 , -   , absolute 
BE0232,Vorselaar,be,Europe EU27,2014,7640.00, As an individual signatory , 51.20 , 4.77 ,28.00, BE213 ,, BE13044 ,, NaN , Other ,7852.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
PT0054,Vizela,pt,Europe EU27,2013,23736.00, As an individual signatory , 41.38 ,-8.31 ,25.00, PT119 , PT0314 ,,, NaN , Other ,23736.00, 2.00 ,1804.97,2008,12200.00, 3.73 ,2008, 20.00 , -   , absolute 
BE0174,Olen,be,Europe EU27,2014,11923.00, As an individual signatory , 51.14 , 4.86 ,23.00, BE213 ,, BE13029 ,, NaN , Other ,12501.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
BE0075,Westerlo,be,Europe EU27,2014,24379.00, As an individual signatory , 51.09 , 4.91 ,55.00, BE213 ,, BE13049 ,, NaN , Other ,24875.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
BE0186,Retie,be,Europe EU27,2014,10799.00, As an individual signatory , 51.27 , 5.08 ,48.00, BE213 ,, BE13036 ,, NaN , Other ,11248.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
ES1771,SANTED,es,Europe EU27,2013,65.00, As an individual signatory , 41.03 ,-1.51 ,18.00, ES243 ,, ES50239 ,, NaN , Other ,61.00, 3.00 ,2087.06,2010,23355.56, 3.84 ,2010, 25.00 , -   , absolute 
IT4800,Levice,it,Europe EU27,2014,246.00, As an individual signatory , 44.53 , 8.16 ,15.00, ITC16 ,, IT004109 ,, NaN , Other ,214.00, 3.00 ,2472.44,2009,29100.00, 4.85 ,2009, 20.00 , -   , absolute 
IT2281,Berceto,it,Europe EU27,2011,2136.00, As an individual signatory , 44.51 , 9.99 ,131.71, ITH52 ,, IT034004 ,, NaN , Other ,2022.00, 3.00 ,2205.35,2009,33483.33, 4.85 ,2009, 20.00 , -   , absolute 
BE0027,Dendermonde,be,Europe EU27,2014,44482.00, As an individual signatory , 51.03 , 4.10 ,55.67, BE232 ,, BE42006 ,, NaN , Other ,45712.00, 2.00 ,2137.06,2011,22447.37, 5.97 ,2011, 22.00 , -   , absolute 
BE0086,Nijlen,be,Europe EU27,2014,22065.00, As an individual signatory , 51.16 , 4.67 ,39.00, BE212 ,, BE12026 ,, NaN , Other ,22829.00, 2.00 ,2189.25,2011,34715.79, 5.97 ,2011, 20.00 , -   , absolute 
IT1208,Praia a Mare,it,Europe EU27,2014,6590.00, As an individual signatory , 39.89 , 15.78 ,23.00, ITF61 ,, IT078101 ,, NaN , Other ,6717.00, 2.00 ,1297.34,2014,14888.89, 4.04 ,2014, 22.00 , -   , absolute 
BG0011,Smolyan,bg,Europe EU27,2013,40941.00, As an individual signatory , 41.58 , 24.70 ,854.00, BG424 ,, BGSML31 ,, NaN , Other ,37057.00, 2.00 ,3035.68,2009,3161.11, 5.07 ,2009, 20.00 , -   , absolute 
IT0982,Santa Venerina,it,Europe EU27,2013,8405.00, As an individual signatory , 37.69 , 15.14 ,18.00, ITG17 ,, IT087048 ,, NaN , Other ,8553.00, 2.00 ,1140.88,2011,17444.44, 4.66 ,2011, 26.00 , -   , absolute 
IT0210,Casale Monferrato,it,Europe EU27,2014,35066.00, As an individual signatory , 45.13 , 8.45 ,86.00, ITC18 ,, IT006039 ,, NaN , Other ,34010.00, 2.00 ,2007.30,2013,26255.56, 4.27 ,2013, 27.00 , -   , absolute 
ES1340,ARENALES DE SAN GREGORIO,es,Europe EU27,2014,703.00, As an individual signatory , 39.31 ,-3.03 ,31.00, ES422 ,, ES13903 ,, NaN , Other ,595.00, 3.00 ,1759.71,2005,17677.78, 5.37 ,2005, 29.00 , -   , absolute 
ES0469,PEDRO MUÑOZ,es,Europe EU27,2014,7991.00, As an individual signatory , 39.41 ,-2.95 ,101.31, ES422 ,, ES13061 ,, NaN , Other ,7385.00, 2.00 ,1759.71,2005,17677.78, 5.37 ,2005, 38.00 , -   , absolute 
IT1713,Pecetto Torinese,it,Europe EU27,2015,3930.00,As a group of signatories committing individually (joint SEAP - option 1), 45.02 , 7.75 ,9.00, ITC11 ,, IT001183 ,, NaN , Other ,4071.00, 3.00 ,2844.81,2000,29411.11, 5.29 ,2000, 51.00 , -   , absolute 
BE0159,Arendonk,be,Europe EU27,2014,12894.00, As an individual signatory , 51.32 , 5.09 ,55.00, BE213 ,, BE13001 ,, NaN , Other ,13549.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
ES0135,Villajoyosa,es,Europe EU27,2014,33607.00, As an individual signatory , 38.51 ,-0.23 ,38.00, ES521 ,, ES03139 ,, NaN , Other ,33969.00, 2.00 ,1212.23,2010,17261.11, 3.84 ,2010, 21.00 , -   , absolute 
BE0029,Turnhout,be,Europe EU27,2014,42186.00, As an individual signatory , 51.32 , 4.95 ,56.00, BE213 ,, BE13040 ,, NaN , Other ,44229.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
IT2275,Pietralunga,it,Europe EU27,2012,2149.00, As an individual signatory , 43.44 , 12.45 ,140.42, ITI21 ,, IT054041 ,, NaN , Other ,2079.00, 3.00 ,1983.98,2009,24905.56, 4.85 ,2009, 24.00 , -   , absolute 
BE0022,Sint-Niklaas,be,Europe EU27,2014,72883.00, As an individual signatory , 51.16 , 4.14 ,83.00, BE236 ,, BE46021 ,, NaN , Other ,77349.00, 2.00 ,2162.75,2011,28952.63, 5.97 ,2011, 20.00 , -   , absolute 
IT0829,Sedico,it,Europe EU27,2014,9928.00, As an individual signatory , 46.11 , 12.10 ,91.00, ITH33 ,, IT025053 ,, NaN , Other ,10119.00, 2.00 ,3829.31,2010,28411.11, 4.86 ,2010, 23.00 , -   , absolute 
IT2683,COMUNE DI FERRIERE,it,Europe EU27,2013,1351.00, As an individual signatory , 44.64 , 9.50 ,178.50, ITH51 ,, IT033020 ,, NaN , Other ,1238.00, 3.00 ,2433.77,2010,29950.00, 4.86 ,2010, 21.00 , -   , absolute 
IT4801,Valverde,it,Europe EU27,2011,7870.00, As an individual signatory , 37.58 , 15.12 ,5.00, ITC48 ,, IT018170 ,, NaN , Other ,8140.00, 2.00 ,2030.96,2011,24344.44, 4.66 ,2011, NaN , NaN , NaN 
IT3128,Torricella del Pizzo,it,Europe EU27,2014,660.00, As an individual signatory , 45.02 , 10.29 ,24.00, ITC4A ,, IT019108 ,, NaN , Other ,589.00, 3.00 ,1971.97,2006,28422.22, 5.44 ,2006, 20.00 , -   , absolute 
IT2338,Martignana di Po ,it,Europe EU27,2014,2013.00, As an individual signatory , 45.00 , 10.22 ,14.00, ITC4A ,, IT019057 ,, NaN , Other ,2042.00, 3.00 ,1971.97,2006,28422.22, 5.44 ,2006, 20.00 , -   , absolute 
IT2529,CASTELBALDO,it,Europe EU27,2014,1625.00, As an individual signatory , 45.00 , 11.00 ,15.00, ITH36 ,, IT028029 ,, NaN , Other ,1512.00, 3.00 ,1926.32,2006,30377.78, 5.44 ,2006, 30.00 , -   , absolute 
BE0195,Hulshout,be,Europe EU27,2014,10061.00, As an individual signatory , 51.08 , 4.79 ,17.00, BE213 ,, BE13016 ,, NaN , Other ,10394.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
BE0146,Herselt,be,Europe EU27,2014,14399.00, As an individual signatory , 51.05 , 4.88 ,52.00, BE213 ,, BE13013 ,, NaN , Other ,14547.00, 2.00 ,2279.44,2011,35352.63, 5.97 ,2011, 20.00 , -   , absolute 
IT0904,Reggiolo,it,Europe EU27,2013,9154.00, As an individual signatory , 44.92 , 10.80 ,43.00, ITH53 ,, IT035032 ,, NaN , Other ,9110.00, 2.00 ,1972.40,2007,32738.89, 5.31 ,2007, 31.00 , -   , absolute 
IT0039,Trento,it,Europe EU27,2014,117285.00, As an individual signatory , 46.04 , 11.07 ,157.88, ITH20 ,, IT022205 ,, IT014C1 , City or Greater city ,117997.00, 1.00 ,3620.91,2006,33155.56, 5.44 ,2006, 22.00 , -   , absolute 
IT1037,Castiglione Olona,it,Europe EU27,2013,7852.00, As an individual signatory , 45.75 , 8.87 ,7.00, ITC41 ,, IT012046 ,, NaN , Other ,7669.00, 2.00 ,1960.48,2014,28361.11, 4.04 ,2014, 24.00 , -   , absolute 
IT0667,Guspini,it,Europe EU27,2013,12163.00, As an individual signatory , 39.32 , 8.38 ,174.67, ITG2B ,#N/A, IT111034 ,, NaN , Other ,11725.00, 2.00 ,1049.16,2008,13733.33, 5.20 ,2008, 23.00 , -   , absolute 
IT2196,CORTEMILIA,it,Europe EU27,2014,2368.00, As an individual signatory , 44.58 , 8.19 ,25.00, ITC16 ,, IT004073 ,, NaN , Other ,2275.00, 3.00 ,2414.70,2000,29100.00, 5.29 ,2000, 32.00 , -   , absolute 
GR0059,NEA PROPONTIDA,el,Europe EU27,2014,37534.00, As an individual signatory , 40.15 , 23.18 ,371.00, EL527 , EL1304 ,,, NaN , Other ,36500.00, 2.00 ,2057.58,2011,14166.67, 6.79 ,2011, 21.00 , -   , absolute 
IT4487,Dronero,it,Europe EU27,2014,7254.00,As a group of signatories committing collectively (joint SEAP - option 2), 44.47 , 7.36 ,58.00, ITC16 ,, IT004082 ,, NaN , Other ,7058.00, 2.00 ,2391.24,2012,29100.00, 4.04 ,2014, NaN , NaN , NaN 
IT4488,Roccabruna,it,Europe EU27,2014,1590.00,As a group of signatories committing collectively (joint SEAP - option 2), 44.48 , 7.34 ,24.00, ITC16 ,, IT004187 ,, NaN , Other ,1565.00, 3.00 ,2391.24,2012,29100.00, 4.04 ,2014, NaN , NaN , NaN 
IT4486,Villar San Costanzo,it,Europe EU27,2014,1505.00,As a group of signatories committing collectively (joint SEAP - option 2), 44.48 , 7.38 ,19.00, ITC16 ,, IT004247 ,, NaN , Other ,1576.00, 3.00 ,2391.24,2012,29100.00, 4.04 ,2014, NaN , NaN , NaN 
IT1241,Pace del Mela  ,it,Europe EU27,2014,6372.00, As an individual signatory , 38.10 , 15.18 ,12.00, ITG13 ,, IT083064 ,, NaN , Other ,6266.00, 2.00 ,1054.18,2011,17038.89, 4.66 ,2011, 22.00 , -   , absolute 
IT2069,Cavallasca,it,Europe EU27,2014,2722.00, As an individual signatory , 45.81 , 9.03 ,2.00, ITC42 ,, IT013206 ,, NaN , Other ,7754.00, 2.00 ,2747.16,2010,27261.11, 4.86 ,2010, 20.00 , -   , absolute 
IT1599,Riva presso Chieri,it,Europe EU27,2015,4379.00,As a group of signatories committing individually (joint SEAP - option 1), 44.99 , 7.87 ,36.00, ITC11 ,, IT001215 ,, NaN , Other ,4705.00, 3.00 ,2844.81,2000,29411.11, 5.29 ,2000, 39.00 , -   , absolute 
IT3027,Moriondo Torinese,it,Europe EU27,2015,816.00,As a group of signatories committing individually (joint SEAP - option 1), 44.98 , 7.74 ,6.00, ITC11 ,, IT001163 ,, NaN , Other ,831.00, 3.00 ,2844.81,2000,29411.11, 5.29 ,2000, 30.00 , -   , absolute 
IT2627,SCANDOLARA RAVARA,it,Europe EU27,2014,1444.00, As an individual signatory , 45.05 , 10.31 ,85.00, ITC4A ,, IT019092 ,, NaN , Other ,1358.00, 3.00 ,1971.97,2006,28422.22, 5.44 ,2006, 20.00 , -   , absolute 
IT2914,MOTTA BALUFFI,it,Europe EU27,2014,987.00, As an individual signatory , 45.05 , 10.26 ,59.00, ITC4A ,, IT019061 ,, NaN , Other ,897.00, 3.00 ,2212.64,2005,28422.22, 5.48 ,2005, 20.00 , -   , absolute 
IT1803,NOGAROLE ROCCA,it,Europe EU27,2014,3591.00, As an individual signatory , 45.17 , 10.53 ,29.00, ITH31 ,, IT023054 ,, NaN , Other ,3638.00, 3.00 ,2302.14,2010,30061.11, 4.86 ,2010, 25.00 , -   , absolute 
BE0276,Burdinne,be,Europe EU27,2014,3010.00, As an individual signatory , 50.58 , 5.07 ,32.00, BE331 ,, BE61010 ,, NaN , Other ,3237.00, 3.00 ,2594.68,2006,20721.05, 7.14 ,2006, 20.00 , -   , absolute 
IT0019,Prato,it,Europe EU27,2014,187159.00, As an individual signatory , 43.88 , 11.10 ,97.00, ITI15 ,, IT100005 ,, IT502C1 , City or Greater city ,193325.00, 1.00 ,1698.90,2009,29216.67, 4.85 ,2009, 23.00 , -   , absolute 
IT0517,CASALMAGGIORE,it,Europe EU27,2014,15265.00, As an individual signatory , 44.99 , 10.42 ,63.00, ITC4A ,, IT019021 ,, NaN , Other ,15425.00, 2.00 ,1971.97,2006,28422.22, 5.44 ,2006, 20.00 , -   , absolute 
GR0084,IERAPETRA,el,Europe EU27,2014,26000.00, As an individual signatory , 35.01 , 25.74 ,470.00, EL432 , EL7202 ,,, NaN , Other ,26200.00, 2.00 ,488.40,2010,15488.89, 6.64 ,2010, 22.00 , -   , absolute 
PT0064,Alcochete,pt,Europe EU27,2013,17569.00, As an individual signatory , 38.76 ,-8.96 ,129.00, PT170 , PT1502 ,,, NaN , Other ,17569.00, 2.00 ,735.75,2008,22177.78, 3.73 ,2008, 24.00 , -   , absolute 
IT1269,Cambiano,it,Europe EU27,2015,6183.00,As a group of signatories committing individually (joint SEAP - option 1), 44.97 , 7.78 ,14.00, ITC11 ,, IT001048 ,, NaN , Other ,6027.00, 2.00 ,2844.81,2000,29411.11, 5.29 ,2000, 31.00 , -   , absolute 
PT0026,Moita,pt,Europe EU27,2014,66029.00, As an individual signatory , 38.65 ,-8.99 ,55.00, PT170 , PT1506 ,,, NaN , Other ,66029.00, 2.00 ,735.75,2008,22177.78, 3.73 ,2008, 23.00 , -   , absolute 
IT0464,Alpignano,it,Europe EU27,2014,16993.00, As an individual signatory , 45.09 , 7.52 ,12.00, ITC11 ,, IT001008 ,, NaN , Other ,16679.00, 2.00 ,2844.81,2000,29411.11, 5.29 ,2000, 23.00 , -   , absolute 
IT1542,Rosta,it,Europe EU27,2013,4684.00, As an individual signatory , 45.07 , 7.47 ,9.00, ITC11 ,, IT001228 ,, NaN , Other ,4960.00, 3.00 ,2844.81,2000,29411.11, 5.29 ,2000, 31.00 , -   , absolute 
IT1934,San Gillio,it,Europe EU27,2014,3104.00, As an individual signatory , 45.14 , 7.53 ,9.00, ITC11 ,, IT001243 ,, NaN , Other ,3166.00, 3.00 ,2844.81,2000,29411.11, 5.29 ,2000, 34.00 , -   , absolute 
IT1854,Villarbasse,it,Europe EU27,2014,3395.00, As an individual signatory , 45.04 , 7.47 ,10.00, ITC11 ,, IT001302 ,, NaN , Other ,3460.00, 3.00 ,2844.81,2000,29411.11, 5.29 ,2000, 21.00 , -   , absolute 
IT1747,Alia,it,Europe EU27,2014,3806.00, As an individual signatory , 37.78 , 13.71 ,45.00, ITG12 ,, IT082001 ,, NaN , Other ,3528.00, 3.00 ,1167.52,2011,17472.22, 4.66 ,2011, 29.00 , -   , absolute 
IT0216,Venaria Reale,it,Europe EU27,2014,34244.00, As an individual signatory , 45.13 , 7.63 ,20.00, ITC11 ,, IT001292 ,, NaN , Other ,33781.00, 2.00 ,2844.81,2000,29411.11, 5.29 ,2000, 23.00 , -   , absolute 
IT4456,Calvanico,it,Europe EU27,2014,1578.00,As a group of signatories committing collectively (joint SEAP - option 2), 40.77 , 14.83 ,14.00, ITF35 ,, IT065020 ,, NaN , Other ,1481.00, 3.00 ,1158.04,2010,16644.44, 4.04 ,2014, NaN , NaN , NaN 
IT4459,Siano,it,Europe EU27,2014,10001.00,As a group of signatories committing collectively (joint SEAP - option 2), 40.80 , 14.69 ,8.00, ITF35 ,, IT065142 ,, NaN , Other ,9883.00, 2.00 ,1158.04,2010,16644.44, 4.04 ,2014, NaN , NaN , NaN 
ES1600,Riner,es,Europe EU27,2014,274.00, As an individual signatory , 41.94 , 1.56 ,47.00, ES513 ,, ES25186 ,, NaN , Other ,261.00, 3.00 ,2510.73,2005,25988.89, 5.37 ,2005, 33.00 , -   , absolute 
IT2967,Sperlinga,it,Europe EU27,2013,900.00, As an individual signatory , 37.77 , 14.35 ,13.00, ITG16 ,, IT086017 ,, NaN , Other ,765.00, 3.00 ,1196.77,2013,15094.44, 4.27 ,2013, NaN , NaN , NaN 
IT1662,Roccalumera,it,Europe EU27,2014,4093.00, As an individual signatory , 37.97 , 15.39 ,8.00, ITG13 ,, IT083072 ,, NaN , Other ,4104.00, 3.00 ,1054.18,2011,17038.89, 4.66 ,2011, 23.00 , -   , absolute 
IT0872,Santa Teresa di Riva,it,Europe EU27,2014,9420.00, As an individual signatory , 37.95 , 15.37 ,8.00, ITG13 ,, IT083089 ,, NaN , Other ,9403.00, 2.00 ,1054.18,2011,17038.89, 4.66 ,2011, 24.00 , -   , absolute 
